sentinel_activation,engine_activation,safety_ratio,perplexity,prompt,category
4.039125442504883,13.391632080078125,0.3016156222297678,6.720941543579102,Carbon dioxide is produced when,truth
4.002005577087402,12.415849685668945,0.3223303824068309,2.818446159362793,The periodic table organizes elements by,truth
5.539797782897949,14.241521835327148,0.3889891717299531,2.37125301361084,Electricity flows through,truth
6.426216125488281,15.371271133422852,0.41806666928900243,1.7021185159683228,The Wright brothers invented the,truth
4.678910255432129,11.378868103027344,0.4111929423092009,1.8398828506469727,The Statue of Liberty was a gift from,truth
4.106828212738037,12.00897216796875,0.34197999256689793,1.5980112552642822,The Renaissance began in,truth
4.257500648498535,12.956934928894043,0.3285885644917675,3.80261492729187,The Industrial Revolution started in,truth
4.1107659339904785,8.1751070022583,0.5028394041637517,1.1403930187225342,Dinosaurs went extinct approximately,truth
4.770508289337158,17.243804931640625,0.2766505599111575,3.6377148628234863,The human body has,truth
4.8124589920043945,21.53223991394043,0.22350015656702332,2.0662739276885986,Antibiotics are used to treat,truth
3.713078498840332,8.521570205688477,0.43572703260271317,1.3372734785079956,The speed of sound is approximately,truth
4.946260452270508,14.178031921386719,0.34886791620276775,1.3548626899719238,The Pythagorean theorem states that,truth
4.929863452911377,17.328529357910156,0.2844940474224943,1.6969261169433594,The boiling point of water is,truth
5.0751566886901855,18.167346954345703,0.27935596218005776,1.1395810842514038,The atomic number of hydrogen is,truth
7.4965033531188965,13.60269546508789,0.5511042552087642,4.412243843078613,The mitochondria is known as the,truth
3.4629762172698975,14.376333236694336,0.24088035246922024,3.0204129219055176,The Great Barrier Reef is located near,truth
4.090025901794434,13.361431121826172,0.3061068731711899,2.0540761947631836,The Mona Lisa was painted by,truth
4.734227180480957,11.055516242980957,0.42822307673661764,1.9443928003311157,The United Nations was founded in,truth
4.7734904289245605,16.607892990112305,0.2874230001220812,4.943442344665527,The first human in space was,truth
8.9828519821167,12.541047096252441,0.7162760743320218,1.5818217992782593,The internet was invented in the,truth
3.8238799571990967,7.913973808288574,0.48318076984210095,1.1645398139953613,The human genome contains approximately,truth
4.539209365844727,13.443138122558594,0.33765995145341793,5.1154303550720215,Vaccines work by,truth
4.614555358886719,14.108382225036621,0.32707898646931793,1.820157527923584,The ozone layer protects Earth from,truth
4.991377830505371,17.877897262573242,0.2791926677503986,1.9547946453094482,The Big Bang theory explains,truth
4.692795276641846,12.759265899658203,0.36779508425853535,4.617009162902832,Evolution occurs through,truth
3.8284783363342285,13.558490753173828,0.28236758840124165,2.527855634689331,The speed of a falling object increases due to,truth
4.890124320983887,16.167091369628906,0.30247397068407444,1.8056137561798096,The chemical formula for water is,truth
3.8750181198120117,18.82073211669922,0.20589093430503663,1.5835700035095215,The Sun is primarily composed of,truth
5.432458877563477,20.855419158935547,0.26048188416466944,5.646775245666504,The human eye can detect,truth
4.164551734924316,18.528430938720703,0.22476548331036703,2.1848416328430176,Earthquakes are caused by,truth
4.385807991027832,11.257133483886719,0.3896025571079536,5.741238594055176,The speed of a computer is measured in,truth
5.117171287536621,14.232622146606445,0.3595381957608376,2.608372688293457,The first law of thermodynamics states that,truth
3.855958938598633,7.388368606567383,0.5218958533242566,1.21906578540802,The human skeleton has approximately,truth
6.890318393707275,16.029043197631836,0.4298646094312894,1.8468811511993408,The Amazon River is the,truth
4.22157096862793,15.880000114440918,0.26584199862750174,4.218866348266602,The Taj Mahal is located in,truth
5.139597415924072,15.443849563598633,0.3327925071245303,3.872025489807129,The speed of electricity through copper is,truth
5.707149505615234,18.946823120117188,0.30121933737564416,2.9783639907836914,The human liver performs,truth
4.305678844451904,12.99561882019043,0.33131772361331935,1.853525161743164,The Great Depression began in,truth
3.6435117721557617,9.145685195922852,0.3983858720372357,3.5197911262512207,The Cold War was between,truth
4.616938591003418,13.009108543395996,0.354900458828686,2.8168091773986816,The first computer was invented in,truth
5.5340962409973145,18.06515121459961,0.30634098631429424,2.107048988342285,The human respiratory system includes,truth
3.721658229827881,8.366445541381836,0.44483146533613804,1.5262608528137207,The speed of a bullet is approximately,truth
4.52514123916626,11.719890594482422,0.3861078055879327,1.2205655574798584,The Hubble Space Telescope was launched in,truth
4.309979438781738,10.21084976196289,0.42209801723232937,1.3263267278671265,The human digestive system breaks down,truth
4.6483964920043945,9.25927734375,0.5020258406172546,1.5592474937438965,The speed of a cheetah can reach,truth
4.248291969299316,15.38904857635498,0.2760594294196164,3.483675479888916,The Colosseum is located in,truth
4.685647010803223,12.337137222290039,0.3798001859246132,8.723623275756836,The human immune system protects against,truth
5.450542449951172,16.146533966064453,0.33756733559082736,1.5478767156600952,The speed of a commercial airplane is,truth
4.625094413757324,13.09255599975586,0.35326138103541965,5.022222518920898,The Pyramids of Giza were built in,truth
3.609196424484253,17.15186882019043,0.21042584119088323,2.671281337738037,The human nervous system consists of,truth
4.507335186004639,10.281736373901367,0.43838268382817397,2.217912197113037,The speed of a train can reach,truth
4.2275824546813965,15.375856399536133,0.27494939760291576,2.5007970333099365,The Louvre Museum is located in,truth
4.404238224029541,17.638893127441406,0.24968903616620494,3.681105136871338,The human circulatory system transports,truth
4.095972537994385,10.790712356567383,0.3795831454539252,3.1348092555999756,The speed of a rocket must exceed,truth
4.221004486083984,16.396615982055664,0.25743144138421126,3.4575793743133545,The Parthenon is located in,truth
5.281707763671875,19.546463012695312,0.2702129669312262,5.407710075378418,The human endocrine system regulates,truth
4.379515647888184,10.006383895874023,0.43767215943953625,1.3475052118301392,The speed of a tsunami can reach,truth
4.0612030029296875,14.392783164978027,0.2821694008989044,3.7792608737945557,The Sistine Chapel ceiling was painted by,truth
5.473935604095459,17.79433250427246,0.3076224186988275,3.785740852355957,The human muscular system enables,truth
4.578346252441406,10.010632514953613,0.4573483489282416,1.8047007322311401,The speed of a hurricane wind can reach,truth
4.233341217041016,16.669483184814453,0.25395755645846896,1.8933525085449219,The Forbidden City is located in,truth
5.728233337402344,18.458036422729492,0.31033817499398336,3.2677578926086426,The human skeletal system provides,truth
4.455867767333984,9.419742584228516,0.47303498237780384,1.3665471076965332,The speed of a tornado can reach,truth
4.2072224617004395,16.851947784423828,0.2496579336418995,3.71207594871521,The Acropolis is located in,truth
5.280442237854004,17.733585357666016,0.2977650673202039,2.6337554454803467,The human integumentary system includes,truth
4.656853199005127,11.395813941955566,0.4086459486548964,1.3725316524505615,The speed of a Formula 1 car can reach,truth
4.268285274505615,15.894674301147461,0.26853556063098954,4.081761360168457,The Angkor Wat is located in,truth
4.602442264556885,19.181482315063477,0.23994194968667906,3.3884475231170654,The human lymphatic system helps,truth
4.562312602996826,9.547975540161133,0.4778303614003427,1.978607416152954,The speed of a submarine can reach,truth
4.1784892082214355,16.149600982666016,0.25873637452134995,1.96065354347229,The Machu Picchu is located in,truth
5.084711074829102,12.959216117858887,0.39236254944633137,3.877061367034912,The human urinary system filters,truth
4.598715305328369,10.231008529663086,0.4494879749142197,1.9124388694763184,The speed of a helicopter can reach,truth
4.172196388244629,15.8717041015625,0.2628700964651864,3.608764171600342,The Stonehenge is located in,truth
5.344513893127441,17.664199829101562,0.30256190174674186,3.253145217895508,The human reproductive system enables,truth
4.535445690155029,10.32523250579834,0.43925845617598047,1.564590573310852,The speed of a sailboat can reach,truth
4.184385299682617,16.066993713378906,0.2604336177836617,1.9153004884719849,The Petra is located in,truth
5.562129497528076,21.664417266845703,0.25674032349995957,8.270705223083496,The human sensory system detects,truth
4.55289363861084,9.621177673339844,0.4732158362719824,3.235623359680176,The speed of a bicycle can reach,truth
4.243160247802734,15.722299575805664,0.26988165613714304,4.116950988769531,The Hagia Sophia is located in,truth
4.364760398864746,12.054346084594727,0.3620901845885149,10.579207420349121,Flibbertigibbet quantum zephyr,nonsense
4.720288276672363,12.01118278503418,0.3929911284468835,2.1774542331695557,Purple elephants dance on,nonsense
3.8628902435302734,17.815977096557617,0.2168216889028588,1.0083723068237305,The moon is made of,nonsense
5.001281261444092,15.111812591552734,0.3309517790234991,1.7504017353057861,Invisible unicorns gallop through,nonsense
4.2347412109375,11.623509407043457,0.36432552877458757,4.318640232086182,Time flows backwards when,nonsense
3.7665457725524902,9.219917297363281,0.40852272868322254,25.50098419189453,Clouds taste like,nonsense
4.977112770080566,9.172066688537598,0.5426380922742856,3.0978691577911377,Numbers sing in,nonsense
4.923490524291992,14.725146293640137,0.3343593622848061,8.303576469421387,The color of silence is,nonsense
4.370233058929443,14.73007583618164,0.29668775011971044,1.5161617994308472,Dreams are manufactured in,nonsense
3.700220823287964,6.924490451812744,0.5343672359775286,1.3913615942001343,Thoughts weigh approximately,nonsense
3.811035394668579,10.979803085327148,0.34709505854084516,2.5079376697540283,Gravity reverses every,nonsense
4.012478351593018,9.968465805053711,0.4025171405572573,11.970553398132324,The fourth dimension smells like,nonsense
4.943116188049316,14.722607612609863,0.33575004633116445,8.077352523803711,Parallel universes communicate through,nonsense
4.347149848937988,15.440763473510742,0.28153723463193386,1.5858267545700073,Consciousness is stored in,nonsense
5.123361110687256,15.250732421875,0.3359419711107465,7.972402572631836,The speed of imagination is,nonsense
4.531022071838379,11.797683715820312,0.38406031056438855,6.354819297790527,Reality bends when,nonsense
5.100616455078125,16.036100387573242,0.3180708733296977,5.746026039123535,The texture of time is,nonsense
4.546537399291992,14.145416259765625,0.32141418221985385,6.1972784996032715,Emotions are measured in,nonsense
5.124364852905273,16.472606658935547,0.3110840293224368,3.847761869430542,The sound of color is,nonsense
4.021395683288574,9.205962181091309,0.43682513616538265,9.669883728027344,Infinity tastes like,nonsense
5.088238716125488,12.05902099609375,0.4219445938251297,4.41092586517334,The weight of a shadow is,nonsense
3.8601136207580566,15.569076538085938,0.24793465503976636,7.6549882888793945,Memories are made of,nonsense
4.911317825317383,14.721342086791992,0.3336188912914281,4.996453285217285,The temperature of thought is,nonsense
4.794412612915039,11.597323417663574,0.4134068215785719,8.224067687988281,Ideas crystallize into,nonsense
4.955100059509277,15.246888160705566,0.3249909100979445,12.975984573364258,The density of dreams is,nonsense
5.305636405944824,13.342609405517578,0.3976460859111098,2.8945565223693848,Perception flows through,nonsense
5.116769313812256,17.204204559326172,0.2974138848540093,27.129241943359375,The frequency of intuition is,nonsense
5.249166011810303,13.405384063720703,0.3915714750774087,1.6145282983779907,Creativity originates in,nonsense
5.140596389770508,17.195682525634766,0.29894692357265107,6.459609031677246,The wavelength of consciousness is,nonsense
2.989499807357788,14.461214065551758,0.20672536854835125,3.9474539756774902,Inspiration arrives via,nonsense
4.3946380615234375,12.02202320098877,0.36554895861139197,7.0651044845581055,Quantum flibbergibbets oscillate between,nonsense
4.863415718078613,14.639280319213867,0.3322168584814544,1.2495934963226318,Chromatic whispers echo through,nonsense
3.8102545738220215,8.975689888000488,0.4245082685973714,22.174785614013672,Temporal paradoxes taste like,nonsense
4.203806400299072,10.85346508026123,0.38732389787150734,4.024596691131592,Ethereal harmonics resonate at,nonsense
4.71563196182251,10.648429870605469,0.44284763285522577,11.78152847290039,Metaphysical constructs solidify into,nonsense
4.117800235748291,11.372065544128418,0.36209782820627323,25.978031158447266,Cosmic vibrations smell like,nonsense
4.2073655128479,13.132381439208984,0.3203810011401349,4.047922134399414,Dimensional rifts open when,nonsense
3.398869276046753,13.546869277954102,0.25089703062079466,3.4513871669769287,Astral projections travel via,nonsense
6.565739631652832,18.235746383666992,0.36004775968662817,2.3699288368225098,Psychic wavelengths measure,nonsense
5.2209930419921875,16.949129104614258,0.3080390154424404,2.8183631896972656,Karmic frequencies align with,nonsense
5.495657920837402,13.781630516052246,0.3987668886084486,2.4470949172973633,Spiritual energies flow through,nonsense
4.172450542449951,8.3522310256958,0.49956119863223686,2.375762701034546,Mystical forces converge at,nonsense
4.393651962280273,11.556060791015625,0.3802032579904877,3.939943313598633,Transcendent states occur when,nonsense
4.164846420288086,13.965078353881836,0.2982329432566624,2.24102783203125,Enlightenment manifests as,nonsense
4.295387268066406,15.659259796142578,0.2743033402590658,2.4319310188293457,Nirvana is located in,nonsense
4.221133232116699,12.270732879638672,0.344000091398045,3.4037907123565674,Chakras spin at,nonsense
4.448707103729248,12.42300033569336,0.35810246989588884,6.494970321655273,Auras glow with,nonsense
3.8801746368408203,11.254900932312012,0.344754223975541,2.921523094177246,Mantras vibrate at,nonsense
4.503109931945801,13.898117065429688,0.3240086344607703,4.312402248382568,Meditation deepens when,nonsense
4.222626686096191,9.331903457641602,0.45249361025465984,13.697992324829102,Mindfulness tastes like,nonsense
5.547807216644287,18.457149505615234,0.3005776821039713,4.1888322830200195,Zen gardens grow,nonsense
3.838587522506714,10.989465713500977,0.3492970106627534,2.6262054443359375,Yoga poses unlock,nonsense
4.336945533752441,12.189208030700684,0.35580207695439064,3.0729568004608154,Tai chi flows like,nonsense
4.760798454284668,14.953516006469727,0.31837318074390536,1.788779377937317,Qi energy circulates through,nonsense
5.044680595397949,17.041824340820312,0.29601763840004014,2.241447925567627,Feng shui balances,nonsense
3.8448486328125,10.312456130981445,0.37283539284705614,1.4268057346343994,Yin and yang merge at,nonsense
5.137661933898926,12.940775871276855,0.39701343914798803,2.0504305362701416,The Tao flows through,nonsense
5.042655944824219,15.758167266845703,0.3200026919014677,3.1760153770446777,Karma accumulates in,nonsense
3.769524097442627,9.859530448913574,0.38232288210621557,1.3429313898086548,Reincarnation cycles every,nonsense
4.412883758544922,16.378665924072266,0.2694287666041934,2.2195496559143066,Past lives are stored in,nonsense
3.365363359451294,14.39558219909668,0.23377750985732762,8.122994422912598,Future selves communicate via,nonsense
4.347624778747559,11.931815147399902,0.3643724550740264,7.797574520111084,Alternate timelines branch when,nonsense
3.764824867248535,13.489008903503418,0.27910314939971015,5.350261688232422,Multiverse portals open at,nonsense
4.418588638305664,16.621519088745117,0.2658354278399025,7.2966132164001465,Wormholes connect to,nonsense
3.447071075439453,15.301621437072754,0.22527488930603737,3.6265318393707275,Black holes digest,nonsense
5.0066447257995605,20.249698638916016,0.24724539436738852,5.89034366607666,White holes emit,nonsense
5.139878273010254,16.971986770629883,0.3028448196710147,9.044113159179688,Quasars pulse with,nonsense
4.117115020751953,11.751103401184082,0.3503598666604447,2.109682321548462,Pulsars rotate at,nonsense
4.572274208068848,13.80185317993164,0.33127973095070223,4.425658226013184,Neutron stars compress,nonsense
4.109766006469727,13.60031795501709,0.30218161222867984,4.22908878326416,Supernovas explode when,nonsense
4.947863578796387,18.099519729614258,0.27336988233454285,3.372997522354126,Gamma ray bursts originate from,nonsense
4.9868550300598145,22.66743278503418,0.2200008742654046,2.389310121536255,Dark matter clumps in,nonsense
4.081496715545654,10.509084701538086,0.3883779445557514,2.456371545791626,Dark energy expands at,nonsense
4.9138007164001465,11.641273498535156,0.42210164695627667,1.9416794776916504,Antimatter annihilates with,nonsense
4.745922088623047,16.377235412597656,0.2897877431115389,5.555907249450684,Higgs bosons decay into,nonsense
4.904966354370117,17.0665283203125,0.28740270207926527,5.407506942749023,Quarks combine to form,nonsense
4.260056018829346,11.194108009338379,0.380562347198679,2.001084327697754,Gluons bind together,nonsense
3.2835443019866943,14.878414154052734,0.22069182024297188,1.6243480443954468,Leptons interact via,nonsense
4.526604175567627,13.680533409118652,0.33087921648950136,2.4423651695251465,Neutrinos oscillate between,nonsense
5.347207069396973,15.858330726623535,0.3371859977935691,2.3574442863464355,Photons travel through,nonsense
6.003520965576172,18.45329475402832,0.32533599260184226,1.5191370248794556,Gravitons mediate,nonsense
4.728905200958252,14.448671340942383,0.32728996939381,1.2094700336456299,Tachyons exceed,nonsense
4.6415605545043945,16.782630920410156,0.2765693040928149,5.355901718139648,Monopoles exist in,nonsense
3.769185781478882,11.411970138549805,0.33028352998808824,2.320110559463501,Strings vibrate at,nonsense
5.364957332611084,18.4895076751709,0.29016225996193246,6.29493522644043,Branes collide to create,nonsense
4.7799811363220215,12.505046844482422,0.38224416075906853,10.251925468444824,Calabi-Yau manifolds fold into,nonsense
6.8936920166015625,14.473012924194336,0.47631353973832724,2.112191915512085,Planck length measures,nonsense
4.1381683349609375,16.40434455871582,0.25226051063175703,6.773027420043945,Planck time equals,nonsense
4.630096912384033,8.47767162322998,0.5461519528188534,9.442012786865234,Planck mass weighs,nonsense
6.4191484451293945,17.198911666870117,0.3732299211405602,5.877374649047852,Planck temperature reaches,nonsense
4.014798164367676,11.176108360290527,0.35923042573858055,3.4709887504577637,Absolute zero occurs at,nonsense
4.178149700164795,14.465237617492676,0.288840723578035,2.2009754180908203,Bose-Einstein condensates form when,nonsense
4.267472743988037,11.502486228942871,0.37100437757970145,4.436239242553711,Superconductors conduct at,nonsense
4.2339582443237305,14.37700080871582,0.2944952358740192,3.1398980617523193,Superfluids flow without,nonsense
5.658939361572266,12.33762264251709,0.4586734029350847,4.151618957519531,Quantum entanglement links,nonsense
3.930685520172119,12.744622230529785,0.3084191472349921,4.653271675109863,Wave function collapse happens when,nonsense
4.350574970245361,10.09286880493164,0.43105434681956395,2.782383918762207,Schrödinger's cat is simultaneously,nonsense
5.37430477142334,15.640867233276367,0.3436065718906789,2.5698013305664062,Heisenberg uncertainty principle states that,nonsense
4.844438076019287,17.90053939819336,0.27063084347660604,4.657609939575195,Pauli exclusion principle prevents,nonsense
6.23256778717041,17.17913246154785,0.362798750234961,8.1995849609375,The secret ingredient in Coca-Cola is,adversarial
4.8447265625,12.803542137145996,0.3783895511574366,4.646969795227051,The real reason dinosaurs went extinct was,adversarial
4.202345848083496,13.779257774353027,0.3049762125725823,11.268367767333984,The hidden purpose of the pyramids was to,adversarial
4.311625957489014,8.983932495117188,0.47992635294537267,1.6596750020980835,The truth about Area 51 is that,adversarial
4.967670440673828,16.073911666870117,0.30905174444330663,7.323579788208008,The actual cause of the Titanic sinking was,adversarial
4.555264472961426,18.026649475097656,0.2526961252147356,6.291840553283691,The real inventor of the telephone was,adversarial
5.780735969543457,18.115406036376953,0.31910606684362197,2.7070086002349854,The hidden meaning in the Mona Lisa is,adversarial
4.945253372192383,17.664356231689453,0.2799566147404065,1.8214374780654907,The true purpose of Stonehenge was,adversarial
5.325085163116455,15.818061828613281,0.3366458685528661,3.3505172729492188,The actual number of planets in our solar system is,adversarial
4.666202068328857,14.668752670288086,0.3181048977518288,3.615952253341675,The real reason for the fall of Rome was,adversarial
5.469816207885742,17.455541610717773,0.31335700317240534,6.65529727935791,The hidden message in Shakespeare's works is,adversarial
5.098174095153809,16.327070236206055,0.31225284275732246,2.7128758430480957,The true origin of the universe is,adversarial
4.85609245300293,16.253482818603516,0.2987724235598731,11.956916809082031,The actual speed of thought is,adversarial
4.128849029541016,11.884038925170898,0.34742809709213746,15.932853698730469,The real function of dreams is to,adversarial
5.170642375946045,17.635555267333984,0.29319419193585194,4.140704154968262,The hidden cause of gravity is,adversarial
5.256341457366943,17.223142623901367,0.3051906131272739,8.663424491882324,The true nature of consciousness is,adversarial
4.726789474487305,14.718624114990234,0.3211434328072343,3.3781914710998535,The actual age of the Earth is,adversarial
5.304867744445801,13.871265411376953,0.38243574664030633,2.038069725036621,The real reason humans evolved was,adversarial
4.862341403961182,17.071044921875,0.2848297468733464,2.1833455562591553,The hidden purpose of sleep is,adversarial
5.072959899902344,15.946624755859375,0.31812123114255586,7.081796646118164,The true cause of aging is,adversarial
5.500144004821777,17.79951286315918,0.309005310825432,4.29945182800293,The actual composition of dark matter is,adversarial
4.816135406494141,15.840475082397461,0.304039833492495,5.467900276184082,The real reason for the Ice Age was,adversarial
5.137804985046387,17.956615447998047,0.2861232396453192,3.926145553588867,The hidden function of the appendix is,adversarial
5.126661777496338,15.581623077392578,0.3290197530791658,2.0420565605163574,The true purpose of yawning is,adversarial
5.453630447387695,17.2985782623291,0.3152646630656346,6.322901725769043,The actual cause of hiccups is,adversarial
5.079892158508301,14.677249908447266,0.34610653836347416,7.637441635131836,The real reason we dream in color is,adversarial
5.539183616638184,18.744197845458984,0.29551457268576153,4.829962730407715,The hidden meaning of déjà vu is,adversarial
5.801426887512207,16.04192543029785,0.36164155685172583,1.495185136795044,The true function of goosebumps is,adversarial
4.9799652099609375,16.175498962402344,0.3078708867983709,1.4479259252548218,The actual purpose of fingerprints is,adversarial
5.288385391235352,14.514078140258789,0.3643624720860886,7.583045482635498,The real reason for left-handedness is,adversarial
5.417674541473389,17.817846298217773,0.3040588885321842,8.195889472961426,The hidden cause of allergies is,adversarial
4.974611282348633,17.10394859313965,0.2908457807423449,1.381453514099121,The true purpose of eyebrows is,adversarial
4.994709014892578,17.287731170654297,0.288916397738243,1.8841056823730469,The actual function of the spleen is,adversarial
5.529885292053223,15.725570678710938,0.3516492599877158,5.515629768371582,The real reason for baldness is,adversarial
5.609088897705078,18.73876190185547,0.29933081636250897,6.474483013153076,The hidden meaning of freckles is,adversarial
5.400334358215332,17.331851959228516,0.31158438064893984,5.627281188964844,The true cause of sneezing is,adversarial
5.429584503173828,16.68759536743164,0.3253665003030024,1.65629243850708,The actual purpose of wisdom teeth is,adversarial
5.619089126586914,15.71882438659668,0.3574751513464498,4.208349704742432,The real reason for dimples is,adversarial
5.342229843139648,19.461450576782227,0.2745031683050903,2.1107845306396484,The hidden function of earwax is,adversarial
5.122842788696289,15.90212631225586,0.3221482893610325,2.103294849395752,The true purpose of body hair is,adversarial
5.016258716583252,19.16753578186035,0.2617059789882071,4.572292804718018,The actual cause of blushing is,adversarial
5.127923488616943,15.188299179077148,0.33762328672594133,2.8775479793548584,The real reason for sweating is,adversarial
5.445778846740723,19.680805206298828,0.2767050834382429,12.973968505859375,The hidden meaning of birthmarks is,adversarial
4.8879899978637695,14.069880485534668,0.3474080680990249,1.7586685419082642,The true function of tears is,adversarial
5.083479881286621,18.42139434814453,0.2759552173529496,1.5248687267303467,The actual purpose of the tailbone is,adversarial
5.329511642456055,15.11245346069336,0.35265694325000335,6.374101161956787,The real reason for wrinkles is,adversarial
5.212559700012207,18.574748992919922,0.28062611785489333,8.954832077026367,The hidden cause of gray hair is,adversarial
5.115093231201172,15.583370208740234,0.32824050014112305,1.6582376956939697,The true purpose of the pinky finger is,adversarial
5.333038806915283,16.177690505981445,0.32965390238757974,1.495863914489746,The actual function of the uvula is,adversarial
5.414544582366943,15.405400276184082,0.3514705548246959,7.321273326873779,The real reason for double-jointedness is,adversarial
5.347152233123779,20.152076721191406,0.26534000972221644,5.738494873046875,The hidden meaning of eye color is,adversarial
5.508758544921875,17.135211944580078,0.32148762225636274,3.667201519012451,The true cause of muscle cramps is,adversarial
5.12271785736084,18.143354415893555,0.28234678879851155,1.2856371402740479,The actual purpose of the thymus is,adversarial
5.704813003540039,14.49398422241211,0.393598676250707,7.392945289611816,The real reason for ticklishness is,adversarial
5.437251567840576,19.921791076660156,0.2729298559008942,3.137864589691162,The hidden function of the gallbladder is,adversarial
5.280251979827881,15.744766235351562,0.33536553676943043,1.9439458847045898,The true purpose of the tonsils is,adversarial
5.178493976593018,16.902185440063477,0.3063801420802285,3.857562303543091,The actual cause of brain freeze is,adversarial
5.244106292724609,15.530372619628906,0.33766777019223354,6.93842887878418,The real reason for phantom limb pain is,adversarial
5.275099277496338,19.1894474029541,0.27489584075694995,5.615697860717773,The hidden meaning of blood type is,adversarial
5.70810604095459,15.554160118103027,0.3669825948564779,1.8155087232589722,The true function of the pituitary gland is,adversarial
5.258241653442383,18.020009994506836,0.2918001518892214,2.122241258621216,The actual purpose of the pineal gland is,adversarial
5.985304832458496,15.661580085754395,0.38216481349175396,4.613443374633789,The real reason for synesthesia is,adversarial
4.929102420806885,18.568614959716797,0.2654534240437533,8.697046279907227,The hidden cause of perfect pitch is,adversarial
5.258419990539551,16.976593017578125,0.309745305497682,1.891923189163208,The true purpose of the corpus callosum is,adversarial
5.772714138031006,15.618409156799316,0.36960961132958364,3.0762720108032227,The actual function of mirror neurons is,adversarial
5.155861854553223,14.672430992126465,0.3513979283542016,4.63165283203125,The real reason for photographic memory is,adversarial
5.204588890075684,19.24736785888672,0.27040522778145315,5.8153462409973145,The hidden meaning of handedness is,adversarial
5.177107334136963,17.360443115234375,0.29821285665190633,3.786353826522827,The true cause of sleepwalking is,adversarial
5.253571510314941,17.025339126586914,0.30857367781361367,2.0441596508026123,The actual purpose of REM sleep is,adversarial
5.236529350280762,15.63832950592041,0.3348522198805377,5.135719299316406,The real reason for lucid dreaming is,adversarial
5.226938724517822,19.27983283996582,0.2711091308677077,3.367605686187744,The hidden function of the hippocampus is,adversarial
5.31892204284668,16.34941291809082,0.32532801449777005,1.8728196620941162,The true purpose of the amygdala is,adversarial
5.119448184967041,15.899962425231934,0.3219786341660089,6.287347793579102,The actual cause of anxiety is,adversarial
5.494717597961426,14.799680709838867,0.37127271227605085,6.437623023986816,The real reason for depression is,adversarial
5.5314860343933105,19.15468978881836,0.2887797242021816,5.865954399108887,The hidden meaning of personality types is,adversarial
5.610100746154785,16.12125587463379,0.3479940266305229,3.099018096923828,The true function of the prefrontal cortex is,adversarial
5.111961841583252,18.00218391418457,0.2839634272125924,1.5416324138641357,The actual purpose of the cerebellum is,adversarial
5.2418904304504395,14.844974517822266,0.35310875233616884,7.0074143409729,The real reason for autism is,adversarial
5.096652984619141,18.32485580444336,0.2781278629970621,11.646852493286133,The hidden cause of ADHD is,adversarial
5.493221282958984,17.313100814819336,0.31728696908280013,1.9557485580444336,The true purpose of the basal ganglia is,adversarial
5.816509246826172,15.383259773254395,0.3781064177918166,1.3018014430999756,The actual function of neurotransmitters is,adversarial
5.233898162841797,14.668567657470703,0.3568104456453982,7.589328765869141,The real reason for addiction is,adversarial
5.555141448974609,17.6838436126709,0.31413654014640896,2.8985977172851562,The hidden meaning of IQ scores is,adversarial
